,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,all_year
42,"('組織', 218.6264587525404)","('外務省', 172.76807941484313)","('北朝鮮', 196.06845942045805)","('指導', 175.48598260450572)","('段階', 211.99290377989078)","('局長', 187.30394066443029)","('経営', 143.64588473664202)","('関連', 143.06882266072242)","('生活', 138.1659502082843)","('マニフェスト', 178.35883978607853)","('マニフェスト', 136.74208510084878)","('基本', 189.21795518855293)","('安倍総理', 213.8011956028192)","('機能', 189.03732553365288)","('総務省', 181.44194709339962)","('懸念', 170.85783499486257)","('民間', 197.38854040453162)","('市町村', 174.01315203898653)","('アメリカ', 164.87361900950248)","('土地', 178.51538344336632)","('発生', 104.92125539956515)","('学校', 3538.103767232087)"
43,"('安全', 215.61028629782555)","('財政', 169.0020704777882)","('安全', 194.9221801601753)","('環境', 174.43840812106578)","('研究', 211.08628669796315)","('目標', 187.16828633412362)","('介護', 143.11855567355946)","('管理', 142.12412312267276)","('時代', 136.82921830676975)","('年金', 178.25653415335213)","('合意', 136.0306661027489)","('目標', 188.95688952163246)","('交渉', 213.58886302218906)","('目標', 188.9112768515332)","('関連', 181.28062552154967)","('全国', 169.8411520630794)","('農業', 195.582119321735)","('行政', 173.91498970175698)","('仕事', 164.36013803835164)","('実現', 176.18160208805253)","('可能性', 104.73696115947388)","('改善', 3524.8528732257582)"
44,"('政治', 214.89983782962514)","('関連', 167.27102477492943)","('市町村', 194.8790642377357)","('関連', 173.95567039878847)","('現実', 210.3136570417713)","('結構', 184.48263496071846)","('子供', 143.07364499788267)","('効果', 141.14597767050685)","('反対', 136.53952402490515)","('機能', 176.09608060073998)","('tpp', 135.33104725606196)","('趣旨', 187.39963756038657)","('消費税', 213.2451391016044)","('管理', 188.34777656716207)","('農業', 180.57504656623766)","('土地', 169.49973213173362)","('文科省', 194.42890558668364)","('可能', 173.25359158206177)","('数字', 163.32070487875004)","('女性', 174.62057357871515)","('データ', 104.63793830812092)","('活用', 3523.6378867931476)"
45,"('数字', 213.9281156931911)","('仕事', 167.2572460358134)","('全国', 194.08001891352086)","('改善', 173.0422422988468)","('市町村', 209.51057144831606)","('生活', 184.3047813690572)","('機能', 142.3748281642214)","('派遣', 141.07073677221572)","('自民党', 136.4718826425423)","('方針', 175.6281260811775)","('導入', 135.19830269560074)","('社会保障', 187.32232944038915)","('数字', 211.60107765926736)","('導入', 188.30761895150096)","('女性', 180.49394672026344)","('条約', 168.94649402370084)","('明確', 193.2614573330654)","('公表', 172.6144848007564)","('関連', 161.24487385838094)","('発生', 173.7130490782061)","('教育', 104.61592681351492)","('管理', 3485.619218198225)"
46,"('個人', 211.40759792562713)","('機能', 166.122377331123)","('運用', 192.36834275490793)","('方向', 172.04611324859422)","('業務', 208.96609804593518)","('一点', 182.93351263234135)","('連携', 142.28601159764366)","('基本', 140.93288564048905)","('要求', 135.40125253888772)","('会議', 174.51706884708761)","('要望', 134.87183922579)","('活用', 186.94876915440287)","('会社', 211.11769093221238)","('厚労省', 187.87169697895183)","('連携', 180.31380440713428)","('明確', 166.99210736611673)","('裁量労働制', 191.6636297854807)","('懸念', 172.5199837421341)","('協力', 160.53566157499847)","('方針', 172.5052732789568)","('導入', 104.3140598495221)","('連携', 3425.1835944243307)"
47,"('導入', 209.82982095381251)","('業務', 165.6313258360318)","('明確', 192.14202134729817)","('医療', 171.74439931832597)","('公務員', 208.42596273258172)","('役割', 181.60717064049066)","('発生', 142.22615818305334)","('連携', 140.21517014802686)","('方向', 133.8420816635809)","('設置', 173.4089853476907)","('給付', 134.7951115632052)","('効果', 186.50923342485817)","('仕事', 210.9667196271241)","('取り組み', 187.57862971540723)","('仕事', 179.7844757192339)","('中国', 165.51118385571945)","('研究', 191.48042156591086)","('効果', 169.1521914732853)","('国内', 160.20329700374242)","('機能', 169.2915570578965)","('全国', 104.19668753907361)","('拡大', 3413.1361009095867)"
48,"('趣旨', 208.746644881534)","('反対', 164.75787487526975)","('道路', 190.05717362553094)","('外務大臣', 171.6775305388208)","('与党', 202.044607090636)","('改善', 180.24619011217845)","('民間', 141.91451364059992)","('道路', 140.05230949829095)","('防衛大臣', 133.73030470461833)","('数字', 173.29768435913377)","('環境', 134.35077310737756)","('設置', 186.12111674374117)","('活動', 210.20707495784376)","('中国', 186.58574166910282)","('仕組み', 178.2858324596234)","('技術', 165.39218026933543)","('実現', 191.42290460596348)","('文科省', 169.1108044270921)","('不安', 159.96803308823294)","('データ', 168.79816029807893)","('避難', 104.15549595300618)","('局長', 3408.030650562729)"
49,"('機能', 208.12821355889787)","('協力', 163.26427199884995)","('仕事', 190.00492923847145)","('協議', 171.1733254840612)","('強化', 201.40361229518868)","('社会保険庁', 179.40469425221667)","('役割', 141.22892831364555)","('医療', 139.12353519091937)","('機能', 133.40324938326023)","('全国', 173.1060260003532)","('実現', 133.70983262545866)","('取り組み', 185.62263309509686)","('関連', 210.16635625773964)","('行使', 186.57575000844187)","('全国', 178.04543719512776)","('厚労省', 164.01118852418384)","('協議', 190.61736459473093)","('指導', 169.03288659457343)","('文書', 159.67438964005277)","('数字', 168.75749600705143)","('役割', 102.84691679801412)","('業務', 3389.8583925479556)"
50,"('結構', 207.87217487544035)","('中身', 163.1834316148843)","('協力', 189.8640720697245)","('自治体', 170.67397518949412)","('方向', 201.1661735403114)","('団体', 177.804390547279)","('国土交通省', 141.12308102050423)","('決意', 139.04749303977832)","('実現', 133.39642916342166)","('経済', 172.16236725381205)","('強化', 133.47289289610958)","('改善', 182.83250524629656)","('可能', 209.90902180600477)","('見直し', 186.38052333829756)","('安全', 176.80543699468342)","('分野', 163.57660531884738)","('仕組み', 189.26938690791428)","('役割', 167.47511939669545)","('データ', 158.95189344956123)","('申請', 168.58347923734567)","('コロナ禍', 102.845944113647)","('協議', 3389.2807404206915)"
51,"('機関', 206.21544082828294)","('一点', 161.54423411047338)","('職員', 186.36186062374497)","('職員', 169.8665657693827)","('検査', 198.9591976362783)","('機能', 177.32810226874474)","('改善', 139.48255222026913)","('活動', 138.95959596458502)","('医療', 132.13973233150028)","('発生', 170.71955001017972)","('趣旨', 133.08776147493035)","('職員', 182.06246563870764)","('仕組み', 209.6817614464074)","('仕事', 185.47647215285983)","('国内', 176.1419750966396)","('データ', 163.24102248115196)","('海外', 188.8823634042946)","('研究', 165.50770250386205)","('海外', 157.86146736196972)","('提供', 165.315501823866)","('機会', 100.87504584166668)","('設置', 3382.4293704573465)"
52,"('仕事', 203.20378526023433)","('権利', 160.4607890531792)","('導入', 184.2342169199386)","('介護', 169.53455940176138)","('指導', 196.97610192041336)","('組織', 176.2478107404342)","('局長', 138.47497084545046)","('明確', 138.63621104913258)","('方針', 130.9490078550086)","('行政', 170.43334277956862)","('成立', 133.0604371687146)","('仕組み', 179.69130134552984)","('明確', 209.56666200861764)","('趣旨', 185.42588855122267)","('会社', 173.73965135039253)","('テロ', 163.23895654348777)","('厚労省', 188.619039966552)","('子供たち', 165.42100317841545)","('総務省', 157.16372091675353)","('病院', 164.76935095416047)","('女性', 100.73728540651915)","('効果', 3381.0988152043733)"
53,"('発生', 202.4680207208427)","('状態', 159.81722827554165)","('発生', 183.83740999505588)","('障害', 168.70756802652284)","('連携', 196.93817442000702)","('公述', 176.24460714696536)","('幾ら', 138.05528228597714)","('段階', 137.76275963906235)","('前提', 130.14626582648214)","('福島県', 169.5942110454173)","('段階', 132.49912929531325)","('期待', 179.1724829135842)","('目標', 209.51986644932953)","('分野', 181.85685160909773)","('人たち', 171.93563203414544)","('実現', 163.1019484007061)","('土地', 188.06545755904116)","('趣旨', 165.18415638121388)","('導入', 157.08058302439264)","('関連', 161.51733036334625)","('関連', 100.58534113573782)","('外務省', 3367.8754328258096)"
54,"('金融機関', 201.7367314640044)","('官房長官', 158.98391208214824)","('結構', 182.3014232213798)","('雇用', 167.93158554535972)","('組織', 196.93315179500647)","('契約', 175.6877479598153)","('道路特定財源', 137.75746949723165)","('仕組み', 137.18154881682358)","('与党', 128.65184050316762)","('可能性', 169.047054946523)","('可能性', 131.88555387818715)","('数字', 178.16259974936395)","('民間', 208.5387061130191)","('段階', 181.0103660667308)","('懸念', 171.63423436803734)","('導入', 162.65445109720125)","('人材', 187.89604944509858)","('機能', 163.90459592087825)","('可能', 156.88409142643286)","('変異', 159.95042727825484)","('民間', 99.77611897153513)","('総務省', 3359.127990571263)"
55,"('保護', 201.34145033198251)","('機構', 158.0875269997521)","('一点', 180.43628922828466)","('民主党', 167.55472449338896)","('認定', 195.86482680121992)","('協議', 174.05057105808436)","('解決', 137.6412680374498)","('役割', 137.12315918521585)","('決意', 127.33616916572875)","('関連', 168.65567616123292)","('処理', 131.1683672199396)","('中国', 177.8568026692937)","('大学', 205.38226361688947)","('研究', 180.72784124411498)","('反対', 171.62346683379516)","('安倍総理', 162.53919977849696)","('相談', 186.32330276634195)","('安全', 163.51294699572802)","('緊急事態宣言', 155.8010621192921)","('機会', 158.4867676424043)","('感染', 99.14818358816399)","('把握', 3349.952303314309)"
56,"('全国', 201.23295500677906)","('結構', 157.49064620885625)","('可能性', 180.4224050295704)","('住宅', 166.41351144593858)","('結構', 194.37198069560512)","('現実', 173.6925466750228)","('導入', 135.60878393691044)","('可能性', 137.10764869273254)","('要望', 127.30645742728714)","('現地', 168.44097906503896)","('関連', 130.18483407442224)","('連携', 177.16312794194343)","('経済', 203.42683342327015)","('活用', 180.27569479877008)","('期待', 171.17680210007325)","('事例', 161.78138479500018)","('労働時間', 185.1246758414152)","('要望', 162.9045497862838)","('新型コロナ', 155.5410611592263)","('想定', 158.05625911959552)","('事態', 98.62265719166486)","('可能', 3349.757489467681)"
57,"('業務', 200.93425113064427)","('導入', 157.17551731600258)","('手続', 180.20820372292022)","('結構', 164.60527147196467)","('決意', 194.36355397190562)","('可能性', 172.9766985835492)","('効果', 134.78457387075295)","('職員', 137.00747213776856)","('全国', 125.9427290752385)","('成立', 168.2940068895565)","('決定', 129.5018235987257)","('会議', 177.0148580399376)","('都道府県', 201.6154571841972)","('関連', 180.1614507717101)","('厚労省', 170.49567097874333)","('想定', 160.71069728082497)","('関連', 184.55278614270097)","('技術', 162.05528533559138)","('結構', 154.10991376373903)","('延長', 157.05869709084413)","('総務省', 97.44229738767002)","('農業', 3337.5465991049746)"
58,"('一点', 199.9164407522664)","('自治体', 156.98399400766132)","('生活', 180.1809700251666)","('事故', 161.94052163302473)","('外務省', 194.16139776256455)","('仕組み', 171.79809531290402)","('明確', 133.64373561479454)","('皆様', 136.70439893291046)","('可能性', 125.6802485385615)","('学校', 168.2305731034889)","('政治', 129.46856742750728)","('可能', 176.23159952451317)","('導入', 201.09846781295806)","('期間', 178.9517822435517)","('設置', 167.83772551243374)","('関連', 160.13373735248211)","('通告', 184.3619793356193)","('生活', 161.9465868323441)","('人たち', 154.09335332871507)","('管理', 156.78176921892313)","('機能', 97.34720064254206)","('研究', 3336.710943305462)"
59,"('国土交通省', 199.88709692826504)","('検査', 156.44233010747075)","('参加', 180.13029019064976)","('システム', 159.97846730955354)","('北朝鮮', 193.18855519115567)","('方向', 171.1030931179708)","('学校', 133.41882254553735)","('補正予算', 135.88547248118644)","('期待', 123.40537321604842)","('参加', 166.93700039222475)","('防災', 129.4272633329184)","('削減', 175.78168713838025)","('総務省', 199.93212288964523)","('改善', 178.37282312112478)","('趣旨', 167.44788807220607)","('経済', 159.97218878964068)","('公表', 183.96926386031868)","('機会', 160.61149597521066)","('効果', 153.8900261029375)","('令和', 156.71992070751702)","('生活', 96.59704460957613)","('憲法', 3328.9917526053664)"
60,"('研究', 199.58737784826516)","('ケース', 155.98759667894328)","('方向', 177.62101490392757)","('金融', 159.9274328585164)","('経済', 192.46263143086676)","('期間', 170.2055338101244)","('事故', 132.88502750329184)","('前提', 135.32707058717003)","('結構', 123.00208269304366)","('基金', 166.8625422986908)","('可能', 129.11724257499705)","('段階', 174.69444764524226)","('安全', 199.81837378904066)","('参加', 177.94522703853445)","('見直し', 167.3871706825438)","('内閣府', 159.84624861181098)","('人たち', 183.24727147293117)","('雇用', 160.4963334826669)","('提供', 153.58934668765656)","('改善', 156.63465224447634)","('統計', 96.32401800611626)","('発生', 3323.142400854543)"
